Tag 1,Tag 2,Tag 3,Rule 1,Rule 2,Rule 3,Rule 4,Rule 5,Your Comments
4. Animal Welfare,4.4. Husbandry Procedures,4.4.14,Alpacas' castration is performed before twelve (12) months of age.,"1) The expectation is that the maximum individual age of each animal that is castrated is 12 months. If animals born over a period of several weeks are all castrated on the same day, the oldest animal in the group must not be more than 12 months old. 

2) The maximum castration age for alpacas is very different from that for sheep and goats, as the anatomy of these animals is quite different.",Conformance-Related,Major,Alpaca,
4. Animal Welfare,4.4. Husbandry Procedures,4.4.15,"Tail docking of sheep is performed using any of the following methods: 
a) The application of a rubber ring;
b) Thermocautery (preferred method); or
c) Scalpel (cold knife) with mandatory pain relief. ","1) Any of the listed methods is permitted. The organization should specify the method and procedure as part of the requirements of the animal Health and Welfare Plan and have this available in a way that is easy for workers to understand.

2) If scalpel (cold knife), is the chosen method, pain relief is mandatory. If the organization or its vet cannot access any pain relief, tail docking using scalpel (cold knife), shall not take place.",Conformance-Related,Major,"Sheep wool, Skins",
4. Animal Welfare,4.4. Husbandry Procedures,4.4.16,Tail docking of sheep is performed before eight (8) weeks of age.,"1) Castration and tail docking are generally performed at the same time, and the same principle for assessing age applies.

2) A flock of sheep will lamb over several weeks. If this occurs in housing, each individual lamb can easily be castrated once the ewe/lamb bond is secure. For extensive flocks on pasture, trying to catch individual lambs at young ages can lead to mismothering. Normal practice is therefore to gather the flock once the youngest lambs are capable of safely following their mothers. In these extensive situations, the average age of tail docking is acceptable to meet the requirements of the unified standard. The average age of tail docking for the flock can be calculated by reviewing the spread of lambing dates, and the date of tail docking.",Conformance-Related,Major,"Sheep wool, Skins",
4. Animal Welfare,4.4. Husbandry Procedures,4.4.17,Docked sheep's tails cover the vulva in ewes and the equivalent length in rams.,"1) Docking the tail at the distal end of the caudal fold should ensure tail length meets the requirements of the unified standard.

2) With some breeds, breeding rams that are available for purchase will have already been docked with ultra-short tails. While this is not acceptable practice for the unified standard, it is generally outside of the organization’s control. The organization should look for and encourage tail docking that is consistent with the unified standard requirements, but if there are no other local options, then the short-docked rams may be accepted, and their wool can be certified.",Conformance-Related,Major,"Sheep wool, Skins",
4. Animal Welfare,4.4. Husbandry Procedures,4.4.18,"Sheep are not mulesed. The breech, tail skin folds, or tail skin wrinkles of a sheep are not removed by any method.","1) A certified flock may contain mulesed sheep; but no lamb born on the certified site in the previous 12 months may have been mulesed at the time of first certification. In addition, no sheep purchased in the previous 12 months are mulesed.

2) No method of removal of breech or tail skin folds is permitted, the list includes mulesing shears, steining or freeze mulesing, clips and any other techniques.",Conformance-Related,Critical,"Sheep wool, Skins",
4. Animal Welfare,4.4. Husbandry Procedures,4.4.19,"Horned animals are inspected regularly to ensure the tip (or another part of the horn), is not in contact with the face.","1) These checks should be part of routine animal inspection, and actions taken as necessary before welfare issues occur.",Conformance-Related,Minor,"Sheep wool, Mohair, Skins",
4. Animal Welfare,4.4. Husbandry Procedures,4.4.20,"Dehorning, disbudding and substantial horn trimming is not conducted, unless needed to address animal welfare.","1) Disbudding does not take place, and dehorning and substantial horn trimming are only carried out to protect welfare; for example, when a horn has partially broken off and/or when the horn is found to be digging into the animal's skin and more than minor tipping is needed to resolve the issue.",Conformance-Related,Major,"Sheep wool, Mohair, Skins",
4. Animal Welfare,4.4. Husbandry Procedures,4.4.21,"Where necessary, only minor horn trimming is conducted (i.e., where parts of the horn with blood vessels and nerves are not cut into). ","1) Minor horn trimming, removal of the tip of the horn in adults is acceptable if done above the 'quick' where the tissue is devoid of nerves and blood vessels. If blood vessels are involved, this becomes substantial horn trimming.",Conformance-Related,Minor,"Sheep wool, Mohair, Skins",
4. Animal Welfare,4.4. Husbandry Procedures,4.4.22,"Where a more substantial horn trimming (i.e., where parts of the horn with blood vessels and nerves are cut into), is necessary, it is performed by a veterinarian using pain relief.","1) Where substantial horn trimming is justified, only a veterinarian carries this out, and pain relief shall be applied.",Conformance-Related,Major,"Sheep wool, Mohair, Skins",
4. Animal Welfare,4.4. Husbandry Procedures,4.4.23,Any marking of animals for identification purposes is done in accordance with current legislation and best practices.,"1) Some countries have legal requirements for animal identification, which may include the type of identification and its placement. 

2) Best practice ensures that identification is applied in such a way that the animal can easily be identified, and the risk of identification falling out or getting torn out is reduced. The risk of infection from any identification that breaks the skin is also reduced. For example, ear tagging placement is in the middle of the ear, away from veins.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.4. Husbandry Procedures,4.4.24,Branding is not conducted.,1) Branding here is defined as the application of heated or cooled tools to permanently mark the skin or horn of an animal.,Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.4. Husbandry Procedures,4.4.25,"Earmarking (i.e., notching), is only conducted when all of the following conditions are met:
a) There is a risk of loss of tags from the natural environment or theft of the animal;
b) Ear notching does not remove more than 10% of each ear; and
c) Ear notching tools, or surgically sharp scalpels are used.","1) If ear notching takes place, the organization can provide details of the risks that made this necessary.

2) Ear notching tools that cut a measured shape out of the ear are preferred to scalpels, where the person making the mark or notch is in control of the size of the cut.

3) Assessment of removal of more or less than 10% of each ear should be based at the herd or flock level. Individual animals may have caught ear tags or otherwise torn their ears, and the amount of ear removed by deliberate notching should not include this.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.4. Husbandry Procedures,4.4.26,"Practices such as bill trimming, debeaking, or infrared bill treatment (or trimming), are prohibited.","1) Observed birds do not show any obvious sign of bill trimming.

2) The organization has a system in place to ensure that hatcheries supplying them with ducklings or goslings do not perform infrared bill trimming or treatment, or any other physical alterations.",Conformance-Related,Critical,Down,
4. Animal Welfare,4.4. Husbandry Procedures,4.4.27,"No other physical alterations of waterfowl happen, such as:
a) Declawing;
b) Hole punching;
c) Wing clipping;
d) Trimming of feathers; or
e) Castration.",1) Observed birds do not show any signs of physical alterations.,Conformance-Related,Major,Down,
4. Animal Welfare,4.4. Husbandry Procedures,4.4.28,Live plucking waterfowl for down and feathers is prohibited.,"1) The organization can describe its down and feather collection methods, and these shall only take place once birds have been slaughtered.",Conformance-Related,Critical,Down,
4. Animal Welfare,4.4. Husbandry Procedures,4.4.29,"Molt harvesting, forced molting, or assisted molting is prohibited.","1) Harvesting down and feathers that are naturally molted or shed by the birds as a result of forced or assisted molting is not permitted. 

2) In any case, it should be noted that forced or assisted molting is generally achieved by manipulation of nutrition, sometimes in conjunction with restricted lighting that would not meet other criteria in the unified standard.",Conformance-Related,Critical,Down,
4. Animal Welfare,4.4. Husbandry Procedures,4.4.30,"All down comes from waterfowl that were raised for food, or from the parent flocks in supply chains that produce waterfowl for food.","1) The organization is part of a supply chain where the focus of production is meat.

2) For smallholders, the stated rationale that ducks and geese are raised for home or local consumption is sufficient.

3) For larger operations, the organization can show that the main output of the supply chain is meat.",Conformance-Related,Critical,Down,
4. Animal Welfare,4.4. Husbandry Procedures,4.4.31,"The organization does not source animals that were ever live plucked, and it does not outsource animals for live plucking.","1) This is only a risk if older birds that could have first been live plucked are sourced; it is not a risk when sourcing ducklings. If this occurs, the organization is able to provide details of the source, and how it ensures these birds were not previously live plucked.

2) The organization only transfers live birds off its site to go directly to slaughter. Any other sale or transfer of live birds has a justification, and the organization can explain how it ensures there is no risk of live plucking once the transfer has taken place.",Conformance-Related,Critical,Down,
4. Animal Welfare,4.4. Husbandry Procedures,4.4.32,"Teeth of alpacas are checked regularly, and overgrown teeth are rasped or trimmed.","1) Observed animals are not seen with protruding, overgrown teeth. 

2) The organization describes how often it checks the alpacas' teeth. Teeth checks are often conducted at the same time as shearing, but in any case, at least annual checks are needed.

3) When trimming is needed both manual metal rasps and files and handheld powered tools with a suitably sized attachment are acceptable. The organization can describe how it ensures rasping never exposes the sensitive pulp at the center of the tooth. 

4) The canines that can develop behind the incisors of two- to three-years-old male alpacas can be removed under this criterion. Handheld powered tools are recommended for this operation. Side cutters or pliers can split the tooth. ",Conformance-Related,Major,Alpaca,
4. Animal Welfare,4.5. Animal Shearing,4.5.1,Pre-shearing takes into consideration the climatic conditions and ensures that mitigation measures are in place in the event of changing conditions.,"1) Cold stress is a risk post shearing, as animals adapt to the removal of fiber. This is particularly the case when shearing is on a cycle to optimize staple length and animals are sheared in the winter.
Signs of cold stress include:
- Shallow breathing;
- Shivering; and
- Huddling together with other sheep.
Remedial actions for cold stress include moving sheep to a sheltered area, and feeding them.

2) Conversely, immediately prior to shearing sheep may be at risk of heat stress.
Signs of heat stress include:
- Panting;
- Rapid breathing; and
- Weakness/difficulty standing.
Remedial actions for heat stress include moving the sheep to a cool shaded areas with good air circulation, and offering water. Note that spraying the wool with water stops air moving through the fleece and may be counterproductive. Wetting areas that do not have wool may help.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.5. Animal Shearing,4.5.2,"The entire process of shearing is performed under the direct supervision of the organization, or a person appointed by the organization.",1) Direct supervision for this criterion means that the organization or person appointed by the organization is on site while shearing takes place.,Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.5. Animal Shearing,4.5.3,"Shearing is performed by, or under the direct supervision of, a competent shearer.","1) Direct supervision for this criterion means that a competent shearer is present in the shearing area throughout the fiber removal process.

2) A competent shearer is someone with the knowledge and competence to carry out shearing that meets the criteria of the unified standard, including animal handling, maintenance and use of equipment, how to deal with injuries, etc.",Conformance-Related,Critical,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.5. Animal Shearing,4.5.4,Animals are handled calmly and confidently to minimize stress at shearing.,1) Animals will need to be moved around as part of the shearing process. Handling of all species is conducted carefully.,Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.5. Animal Shearing,4.5.5,Shearing is done using techniques and equipment designed to minimize stress and injury. ,"1) Shearing is one of the procedures detailed under the required animal Health and Welfare Plan, which then has to be available in a way that is easy for workers to understand. The techniques described there are put into practice when shearing takes place.

2) Equipment is designed for the task and well maintained. Hand shears and clipper blades should be kept sharp, and electric powered machines maintained in good condition as per the manufacturer’s instructions.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.5. Animal Shearing,4.5.6,"Particular care is taken not to cut or injure the animal, especially the teats/udders of female animals, and the penis/sheath and scrotum of male animals.","1) If the audit takes place at shearing time, no cuts or injuries of the kind described here are seen. At other times, the organization is able to describe the steps taken to ensure the animals are not cut or injured.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.5. Animal Shearing,4.5.7,Alpacas are not sheared lying directly on concrete or bare earth.,"1) If the audit takes place at shearing time, this can be observed by the auditor. At other times, the organization can describe what alpacas lie on for shearing. Anything that protects alpacas from concrete or bare earth is acceptable.",Conformance-Related,Minor,Alpaca,
4. Animal Welfare,4.5. Animal Shearing,4.5.8,Alpacas are placed on a mat if they are sheared when they are lying down.,"1) This leadership criteria requires that if sheared lying down, alpacas are given a mat to lie on. This applies whether they are sheared on a table or on the ground. ",Leadership,Recommendation,Alpaca,
4. Animal Welfare,4.5. Animal Shearing,4.5.9,Animals are restrained for the minimum necessary time.,"1) Experienced shearers can shear an alpaca within four or five minutes, a sheep by hand within a similar time, and a sheep with electric clippers within two to three minutes. While completing the job carefully and without injury to the animal takes precedence over speed, no animal should be restrained for more than ten minutes.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.5. Animal Shearing,4.5.10,"If alpacas are restrained with ropes for shearing, ropes that are soft and do not abrade the skin are used, and tied in a way that does not restrict blood flow.","1) The rope should be at least 6 mm in diameter, and it is attached above the fetlock on each limb to prevent any joint injury.

2) Ropes shall be tied tightly enough to form an effective restraint, but not so tightly that they restrict blood flow to the limbs.

3) If the audit takes place at shearing time, this can be observed by the auditor. At other times, the organization shall describe the type of restraints being used when shearing. ",Conformance-Related,Major,Alpaca,
4. Animal Welfare,4.5. Animal Shearing,4.5.11,Restrained alpacas are under constant supervision.,"1) If the audit takes place at shearing time, this can be observed by the auditor. At other times, the organization shall describe how supervision is maintained.",Conformance-Related,Minor,Alpaca,
4. Animal Welfare,4.5. Animal Shearing,4.5.12,Alpacas are released from restraint if they are struggling so much that they might injure themselves.,"1) If the audit takes place at shearing time, this can be observed by the auditor. At other times, the organization shall describe when they would release alpacas.

2) Examples when restrained alpacas should be released from restraint include when they cannot safely be sheared without an increased risk of injury because they are moving so much, and when they are in danger of falling off shearing tables, when these are used.

3) It is understood that it is important for alpacas' welfare that the fleece is removed each year. Any animal that has to be released before shearing is complete should be returned to its companions and allow it time to settle before a further attempt to complete shearing is made. The animal may be less stressed if it can be sheared last, when there is less other activity around the shearing shed, and when extra workers may be available to assist the shearer.",Conformance-Related,Minor,Alpaca,
4. Animal Welfare,4.5. Animal Shearing,4.5.13,At least two people manage the lifting and restraining of each alpaca for shearing.,"1) If the audit takes place at shearing time, this can be observed by the auditor. At other times, the organization shall describe how alpacas are lifted and restrained, and how many people are involved.",Conformance-Related,Minor,Alpaca,
4. Animal Welfare,4.5. Animal Shearing,4.5.14,Alpacas are restrained in positions that ensure they cannot inhale regurgitated stomach contents.,"1) This is a risk if the head is allowed to hang below the body during restraint for shearing, for example when the alpaca is sheared on a table.

2) If the audit takes place at shearing time, this can be observed by the auditor. At other times the organization shall describe how it avoids this risk at shearing time.",Conformance-Related,Major,Alpaca,
4. Animal Welfare,4.5. Animal Shearing,4.5.15,"In the event of a serious cut or injury, the shearer ceases shearing immediately to treat the injury.","1) A serious cut or injury is as follows: open wound that is greater than 10 cm, or at a depth that reaches the muscle layer; the removal of teats in ewes; damage to the prepuce; and removal of the tip of the vulva.

2) Example of treatment could be as follows: sutures, application of a wound repair spray, and an antibiotic injection.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.5. Animal Shearing,4.5.16,Pain relief is applied for serious shearing injuries when suitable pain relief is available.,"1) A serious cut or injury is as follows: open wound that is greater than 10 cm, or at a depth that reaches the muscle layer; the removal of teats in ewes; damage to the prepuce; and removal of the tip of the vulva.

2) It is noted that even when pain relief might be licensed for use on fiber animals when husbandry procedures are carried out, there is no guarantee that such products are suitable or available for shearing injuries. ",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.5. Animal Shearing,4.5.17,The organization maintains records of serious shearing injuries.,"1) The organization shall provide copies of records of serious shearing injuries.

2) A serious cut or injury is as follows: open wound that is greater than 10 cm, or at a depth that reaches the muscle layer; the removal of teats in ewes; damage to the prepuce; and removal of the tip of the vulva.","Conformance-Related, MEL Indicator",Minor,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.5. Animal Shearing,4.5.18,"If there are recurring problems with shearing injuries or mishandling, appropriate action is taken to address and prevent those.","1) If observation at shearing time or records of injuries from previous shearing sessions show that there are recurrent issues, the organization can describe how those are addressed for future prevention. This could include removing workers from the shearing process until they can be retrained.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.6. Herd Management,4.6.1,Animals are maintained in stable groups; mixing animals within the certified herd or flock is avoided.,"1) As part of management of fiber animals, it will be necessary to regroup and mix animals. However, the intent of this criterion is that the organization works to minimize the need to routinely mix different groups of animals, and as far as possible allows established social order to be maintained.

2) For down production, mixing may occur if young birds are initially kept in multiple brooder circles and then all released into the main house. This is not a risky time for aggression. Mixing of older birds should not be done.",Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Down, Skins",
4. Animal Welfare,4.6. Herd Management,4.6.2,"When introducing breeding males to a new group, animals are monitored for signs of aggression, and actions taken if this occurs.","1) If newly introduced breeding males are aggressive to other animals, to the point there is a risk of severe injury, they must be removed from the group.

2) Monitoring takes place until animals have settled into an established hierarchy.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.6. Herd Management,4.6.3,Isolation of individual animals is minimized.,"1) Isolation only takes place when necessary for animal health and welfare. For example, treatment of a sick or injured animal could require its isolation.

2) If isolated animals are seen during the audit, there is a good reason based on supporting their welfare for this.

3) The organization can describe any instances where isolation may be necessary, and these relate to promoting the health and welfare of individual animals, and the wider herd or flock.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
4. Animal Welfare,4.6. Herd Management,4.6.4,"In case individual isolation cannot be avoided, the confined animal is given a companion or able to maintain visual contact with other animals of the same species. Exception may be made for quarantine purposes.","1) If an animal needs to be isolated for health reasons, it is understood that having a healthy companion in the same pen may not always be the best option (e.g., there may be a risk of disease transfer, or of an injured animal being knocked over by a companion). However, all the animals in scope of the unified standard are herd or flock animals, and complete removal from the sight, smell, and sound of other animals of the same species can lead to stress. 

2) Where it is not possible to have a companion in the same pen as an isolated animal, others of the same species are at least in sight. 

3) Exceptions can be made for quarantine, where there is a potential risk of disease that could be spread to companion animals in close proximity to the isolated animal.",Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Down, Skins",
4. Animal Welfare,4.6. Herd Management,4.6.5,Any livestock guardian animals are suitable for the farm environment and the expected predator threat.,"1) Several animal species have been successfully used as livestock guardians. The most common are livestock guardian dogs, but donkeys and llamas have also been used.

2) The success of guardian animals will depend on the type and number of predators, the size of the herd or flock, and the number of guardians bonded to that flock.

3) For example, llamas have been shown to chase small predators such as foxes away from the flock, but if the main threat is jackal or coyote, guardian dogs will be more appropriate. With a large flock and/or multiple potential predator attacks, multiple guardian animals will be needed.

4) Any guardian animal that could pose a threat to livestock (e.g., guardian dogs with sheep and goats), is well trained before being left unsupervised.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
4. Animal Welfare,4.6. Herd Management,4.6.6,Quarantine procedures are followed when new animals are introduced.,"1) The goal of quarantine is to prevent any possible disease transmission between the oncoming animals and the existing herd or flock.

2) Quarantine is considered as part of biosecurity planning in the Health and Welfare Plan, and for this leadership criterion the organization can show or describe how that is done when new animals are purchased.

3) Quarantine may be as simple as keeping incoming stock away from the existing herd or flock for a few weeks to see if any diseases develop, or in situations where higher disease risks are present, it could include vaccination and worming programs and/or blood tests.",Leadership,Recommendation,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.1,The organization's breeding strategy takes into consideration welfare traits and suitability for the type of environment in which the animals are raised.,"1) Breeding stock selection criteria should include, at a minimum: 
- Foot and leg health; 
- Overall conformation; 
- Mothering ability; 
- Temperament; and
- Ease of birthing.

2) Breeding stock selection includes selection of young animals to be retained for the breeding herd or flock, as well as annual selection of older animals to be rebred. ",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.2,"Birthing is supervised and timely action taken, while keeping disturbances to a minimum.","1) The degree of supervision (e.g., how often and how close), will vary depending on the system and breed of animal.

2) The organization can describe its monitoring at birthing time, and how they balance the avoidance of disturbance with the need for extra oversight; for example, when weather conditions increase risk of neonatal hypothermia.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.3,"In extensive systems, where animals are unaccustomed to daily supervision, breeds or strains suited to easy births and good maternal care are used.","1) Where close daily supervision is not possible, the breed or strain used (including choice of breeding male), should be such that there is not an expectation that females will need assistance to give birth, nor that they are likely to abandon or otherwise mismother offspring without ongoing human intervention.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.4,The birthing period is planned to coincide with local climatic conditions favorable to good welfare and survival.,"1) It is understood that weather conditions can vary from year to year, but the birthing period should be planned to avoid times of the year when snow, ice storms, flooding or other extremes of weather that could adversely affect young animal survivability are common.

2) Planning the birthing period also requires planning which animals are bred and when. If young females are bred too early, there may be a higher risk of mortality for them and their offspring due to multiple factors, including: young females producing lower birth weight offspring; complications at birthing from young females that are not big enough to give birth without assistance; and poorer maternal instinct from young females.

3) If there are a lot of health and welfare problems at birthing time, the organization reviews its planning for the next cycle.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.5,Practices and procedures for feeding young animals and provisions for fostering are planned prior to the start of the birthing period.,"1) There is always a risk that some young animals will not be able to be raised by their mothers. The risk and expected number of young animals that will need to be fed and/or fostered to new mothers will vary with the system of production. Preparation prior to the birthing period will depend on the organization's situation and the species involved.

2) This could range from the organization knowing where it will obtain milk or milk replacer and feeding equipment, if the use of these in previous years has been very rare, through to feeding equipment for multiple young animals and milk or milk replacer being present on site prior to birthing commencing.",Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.6,Cervical artificial insemination (AI) is carried out by competent operators.,"1) Cervical artificial insemination may be carried out by the organization's workers, in which case they must have specific training on these procedures, or by external people. If external people, other than qualified veterinary surgeons are used, the organization must keep a record of them, get them to sign the contractor declaration, and ensure that they are trained and competent to carry out artificial breeding procedures under this criterion. ",Conformance-Related,Critical,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.7,"Laparoscopic artificial insemination is performed only by veterinarians or by trained and competent operators under veterinarian supervision, and with appropriate pain relief.","1) If laparoscopic artificial insemination takes place, the organization can provide details of the veterinarian who performs or supervises the procedure and what pain relief is used. ",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.8,"Electroejaculation is permitted for fertility testing if the following requirements are met: 
a) Electroejaculation is only performed by a veterinarian;
b) Records for each male examined are kept; and
c) If there is any evidence of undue stress or pain from either the handling or the stimulation, either the procedure is abandoned, or an analgesic or general anesthetic administered.","1) On most commercial farms, electroejaculation should be a rare procedure and may only be performed when this is recommended by the vet. However, stud farms may need to use this technique to test the fertility of males that will be sold for breeding.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.9,Pregnancy diagnosis is only performed by individuals trained and competent with the techniques.,"1) If external people other than qualified veterinary surgeons are used for pregnancy diagnosis, the organization must keep a record of them, get them to sign the contractor declaration, and ensure that they are trained and competent to perform procedures under this criterion. ",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.10,Fetotomy is only performed by a skilled person or veterinarian on unborn animals that are dead.,"1) Fetotomy (also known as embryotomy), is only performed after the death of the unborn animal has been confirmed. Ideally a veterinarian will perform this operation.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.11,"When cesarean section is necessary and possible, this is only performed by a veterinarian using an appropriate pain relief.","1) If an animal is unable to give birth naturally, a cesarean section may be necessary to preserve the life of the mother, and also her unborn offspring. If the organization has any history or potential for cesarean section to be used, it provides details of the veterinarian who performs the procedure and what pain relief is used. ",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.12,"Artificially rearing is only conducted in an emergency situation (e.g., when the young animal is rejected by its mother, the mother is sick, dies or has insufficient milk, and when fostering to an alternative female is not possible).","1) Although this criterion specifies emergency situations, this relates to the emergency for the individual young animal that cannot be naturally fed as per examples in the criterion.

2) It is understood that in large commercial herds and flocks there may be multiple young animals each birthing season that fall into the categories described here.",Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.13,Artificially reared young animals receive a sufficient amount of colostrum after birth to ensure their welfare.,"1) Colostrum intake is important to provide the newborn animal with antibodies to prevent disease. Colostrum will be produced by the mother for around 24 hours after birth. While most naturally reared animals will suckle without assistance, artificially reared animals may need to be provided with colostrum.

2) Within the first 24 hours of life young animals should receive around 10% of their bodyweight in colostrum spread over several feeds.",Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.14,"Where lambs and kids are reared artificially, they have access to milk in their diet until they are at least six (6) weeks old, and they have an adequate intake of other feeds that ensure their nutritional needs are met.","1) Milk can include whole milk and/or milk replacer suitable for the species being raised artificially.

2) Milk is not withdrawn before lambs and kids are eating other feeds, whether these are concentrates and/or forages. A rule of thumb is that lambs and kids should be at least three times their birthweight at the time of weaning.

3) If automatic milk feeding equipment is used, lambs and kids are trained on how to access milk, and are checked to ensure their intake is sufficient through monitoring of their growth rates.",Conformance-Related,Minor,"Sheep wool, Mohair, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.15,"Where crias are reared artificially, they have access to milk in their diet until they are at least twelve (12) weeks old, and they have an adequate intake of other feeds that ensure their nutritional needs are met.","1) Milk can include whole milk and/or milk replacer suitable for the species being raised artificially. 

2) Milk is not withdrawn before crias are eating other feeds, whether these are concentrates and/or forages, and they have achieved a good growth rate from birth to the point of weaning. 

3) If automatic milk feeding equipment is used, crias are trained on how to access milk, and are checked to ensure their intake is sufficient through monitoring of their growth rates. ",Conformance-Related,Minor,Alpaca,
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.16,Close restraint of females for the purpose of fostering young animals is used only when other methods are not possible.,"1) Alternatives to close restraint include:
- Covering the young animal to be fostered with the birth fluids from the foster mother (wet fostering); or
- Skinning a foster mother's dead offspring and attaching the skin to the foster animal.

2) If those methods are not possible, or have been attempted and do not work, close restraint may be used when there is a chance that the foster mother will then accept the young animal.",Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.17,Lambs and kids are not weaned from their mothers until they are at least twelve (12) weeks old.,"1) This standard describes a pasture-based system for sheep and goats, and although in more intensive systems (and artificial rearing) earlier weaning without detriment to lambs' and kids' health and welfare can be achieved (e.g., when concentrate feeding is introduced early in life), a minimum of 12 weeks of age is deemed by many sources to be the optimum time for grass-based systems.

2) Other criteria in the unified standard require planning land and animal management to ensure animals can be maintained in a good state of health and welfare in pasture-based systems. This includes supporting lactating ewes and does. If unexpected climate conditions lead to a lack of available feed during the lactation period, the organization may make a decision to wean at a lamb and kid age of less than 12 weeks, but not less than eight weeks. If this takes place, it must be recorded, and a plan implemented to mitigate the risk of this needing to occur in the future.

3) Minimum weaning age can be calculated by reference to the date of birth of the youngest animal in the group to be weaned, and the date of weaning. ",Conformance-Related,Minor,"Sheep wool, Mohair, Skins",
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.18,Crias are not weaned from their mothers until they are at least thirty-six (36) weeks old.,"1) Minimum weaning age can be calculated by reference to the date of birth of the youngest animal in the group to be weaned, and the date of weaning.",Conformance-Related,Minor,Alpaca,
4. Animal Welfare,"4.7. Breeding, Birthing, and Caring for Young Animals",4.7.19,Animals are maintained in the same social group for at least two (2) weeks after they are weaned from their mothers.,"1) Letting animals that have been together in a group with their mothers stay together after their mothers have been removed, can help reduce stress. It is recognized that other management needs may take precedence over this criterion, so it is leadership rather than conformance-related.",Leadership,Recommendation,"Sheep wool, Mohair, Alpaca, Skins",
